trade_date,gross_return,net_return,trading_cost,turnover,holdings_count,long_exposure,short_exposure,net_exposure,gross_exposure,holding_cells,valid_holding_cells,asset_return_coverage,nav_gross,nav_net,drawdown_net,drawdown_gross,is_win_day,is_loss_day
2024-01-18,-0.010411396128645719,-0.010493940945310717,8.254481666499733e-05,0.16508963332999466,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,0.9734511342781667,0.9721279588194917,-0.027872041180508345,-0.026548865721833348,0,1
2024-01-19,-0.013288171365897697,-0.013365300794093633,7.712942819593569e-05,0.15425885639187137,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,0.9605157487895509,0.9591351762395209,-0.04086482376047906,-0.03948425121044907,0,1
2024-01-22,0.00888655406921474,0.008804141201267211,8.24128679475294e-05,0.16482573589505878,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,0.9690514239255015,0.9675795377622359,-0.03242046223776407,-0.030948576074498524,1,0
2024-01-23,-0.0034812574822806635,-0.0035580416556793503,7.67841733986867e-05,0.1535683467973734,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,0.9656779064052461,0.964136849461695,-0.03586315053830502,-0.03432209359475391,0,1
2024-01-24,0.0053603503405249015,0.005287688404294348,7.266193623055429e-05,0.1453238724611086,100,0.9999999999999944,0.0,0.9999999999999944,0.9999999999999944,100,100,1.0,0.9708542782996827,0.9692349047007464,-0.030765095299253642,-0.029145721700317262,1,0
2024-01-25,0.011121342460441122,0.0110456017545706,7.57407058705218e-05,0.1514814117410436,100,0.999999999999995,0.0,0.999999999999995,0.999999999999995,100,100,1.0,0.9816514812078379,0.9799406874647,-0.020059312535300022,-0.01834851879216215,1,0
2024-01-26,-0.013623799764988977,-0.013694679398596843,7.087963360786595e-05,0.1417592672157319,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,0.9682776579888575,0.9665207139202303,-0.03347928607976969,-0.031722342011142546,0,1
2024-01-29,0.00459378778688986,0.004521067946380238,7.271984050962167e-05,0.14543968101924332,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,0.9727257200684449,0.9708904197394477,-0.029109580260552326,-0.027274279931555068,1,0
2024-01-30,0.008638252406198192,0.008571572364690316,6.668004150787718e-05,0.13336008301575436,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,0.9811283703603969,0.979212477230429,-0.020787522769570965,-0.018871629639603094,1,0
2024-01-31,0.007934381359636101,0.007855362700222702,7.901865941339903e-05,0.15803731882679806,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,0.9889130170135947,0.9869045463996576,-0.013095453600342366,-0.011086982986405314,1,0
2024-02-01,-0.01665492891350886,-0.016734067509657887,7.913859614902485e-05,0.1582771922980497,100,0.999999999999996,0.0,0.999999999999996,0.999999999999996,100,100,1.0,0.9724427410135897,0.9703896190946175,-0.029610380905382483,-0.02755725898641026,0,1
2024-02-02,-0.004894147093343817,-0.0049711811730197356,7.703407967591858e-05,0.15406815935183715,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,0.9676834631992148,0.9655656364896805,-0.03443436351031948,-0.03231653680078517,0,1
2024-02-05,-0.011405693171958208,-0.011479094501916356,7.340132995814781e-05,0.14680265991629562,100,0.9999999999999963,0.0,0.9999999999999963,0.9999999999999963,100,100,1.0,0.9566463625303867,0.9544818173006125,-0.045518182699387455,-0.04335363746961329,0,1
2024-02-06,0.005088060852988758,0.005016286965695134,7.177388729362362e-05,0.14354777458724724,100,0.9999999999999944,0.0,0.9999999999999944,0.9999999999999944,100,100,1.0,0.9615138374377318,0.9592697719997306,-0.040730228000269375,-0.03848616256226822,1,0
2024-02-07,0.005419492625729765,0.005348024926090234,7.146769963953081e-05,0.14293539927906163,100,0.9999999999999962,0.0,0.9999999999999962,0.9999999999999962,100,100,1.0,0.9667247545892628,0.9643999706512301,-0.035600029348769935,-0.03327524541073723,1,0
2024-02-08,-0.021170080688455387,-0.02124776178700495,7.768109854956229e-05,0.15536219709912458,100,0.999999999999995,0.0,0.999999999999995,0.999999999999995,100,100,1.0,0.9462591135310808,0.9439086298074382,-0.05609137019256183,-0.05374088646891917,0,1
2024-02-09,-0.00169162279500842,-0.0017683705579291536,7.674776292073364e-05,0.15349552584146728,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,0.9446584000446472,0.9422394495771115,-0.057760550422888524,-0.055341599955352816,0,1
2024-02-12,0.008490395084607777,0.00841508088409377,7.53142005140072e-05,0.1506284010280144,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,0.9526789230810198,0.9501684707574868,-0.04983152924251322,-0.04732107691898024,1,0
2024-02-13,-0.004530305555859119,-0.004599263941868371,6.895838600925124e-05,0.13791677201850247,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,0.948362996462836,0.9457983951712317,-0.054201604828768346,-0.05163700353716405,0,1
2024-02-14,-0.002635950953586512,-0.0027111228647700046,7.517191118349234e-05,0.15034382236698468,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,0.9458631581179636,0.9432342195166201,-0.05676578048337988,-0.05413684188203638,0,1
2024-02-15,0.0004243553790339563,0.0003590669247774155,6.52884542565408e-05,0.1305769085130816,100,0.9999999999999947,0.0,0.9999999999999947,0.9999999999999947,100,100,1.0,0.9462645402369411,0.9435729037271668,-0.056427096272833155,-0.053735459763058935,1,0
2024-02-16,-0.0038939562836302335,-0.003972588123675388,7.863184004515448e-05,0.15726368009030894,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,0.942579827484509,0.9398244772159984,-0.06017552278400162,-0.05742017251549103,0,1
2024-02-19,-0.002491946128695339,-0.002562822484202481,7.087635550714167e-05,0.14175271101428336,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,0.9402309693324227,0.9374158739145854,-0.06258412608541464,-0.05976903066757733,0,1
2024-02-20,-0.0006057232350147402,-0.0006815215422171068,7.579830720236664e-05,0.15159661440473327,100,0.9999999999999956,0.0,0.9999999999999956,0.9999999999999956,100,100,1.0,0.9396614495880176,0.9367770048024963,-0.06322299519750374,-0.06033855041198244,0,1
2024-02-21,0.006675370978789109,0.006601067741917502,7.430323687160704e-05,0.1486064737432141,100,0.9999999999999958,0.0,0.9999999999999958,0.9999999999999958,100,100,1.0,0.9459340383584842,0.9429607332702681,-0.05703926672973192,-0.05406596164151578,1,0
2024-02-22,0.00850346842320988,0.008431718280297394,7.17501429124864e-05,0.14350028582497282,100,0.9999999999999956,0.0,0.9999999999999956,0.9999999999999956,100,100,1.0,0.953977758584105,0.9509115125225855,-0.049088487477414455,-0.04602224141589495,1,0
2024-02-23,-0.003020699926252435,-0.003095740058031787,7.504013177935212e-05,0.15008026355870424,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,0.9510960780391036,0.9479677376616258,-0.05203226233837421,-0.048903921960896435,0,1
2024-02-26,0.013896268190340458,0.01383479948718082,6.146870315963803e-05,0.12293740631927606,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,0.964312764214316,0.9610826812324907,-0.03891731876750926,-0.035687235785684,1,0
2024-02-27,0.0020008413533769516,0.0019258759702122834,7.496538316466826e-05,0.14993076632933652,100,0.9999999999999958,0.0,0.9999999999999958,0.9999999999999958,100,100,1.0,0.9662422010705453,0.9629336072736636,-0.037066392726336383,-0.03375779892945474,1,0
2024-02-28,-0.014430141375283886,-0.014501070912955194,7.092953767130728e-05,0.14185907534261455,100,0.9999999999999958,0.0,0.9999999999999958,0.9999999999999958,100,100,1.0,0.9522991895063319,0.9489700387501205,-0.05102996124987946,-0.047700810493668144,0,1
2024-02-29,0.0031586178359384754,0.0030844106156531752,7.420722028530012e-05,0.14841444057060024,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,0.9553071387114562,0.9518970520115781,-0.04810294798842185,-0.04469286128854377,1,0
2024-03-01,0.0020080529277315485,0.001940130564677644,6.792236305390444e-05,0.13584472610780887,100,0.9999999999999962,0.0,0.9999999999999962,0.9999999999999962,100,100,1.0,0.9572254460082286,0.9537438565766123,-0.046256143423387686,-0.042774553991771436,1,0
2024-03-04,0.00261538161377994,0.0025442488176396654,7.113279614027455e-05,0.1422655922805491,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,0.9597289558399608,0.9561704182560385,-0.043829581743961454,-0.04027104416003924,1,0
2024-03-05,-0.006146780546094995,-0.0062259756796101216,7.919513351512706e-05,0.1583902670302541,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,0.9538297125646796,0.9502173244864138,-0.04978267551358617,-0.04617028743532037,0,1
2024-03-06,0.01632380232787231,0.016252329529960426,7.147279791188437e-05,0.14294559582376876,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,0.9693998402470366,0.9656605695690443,-0.034339430430955664,-0.030600159752963374,1,0
2024-03-07,0.004609046748661493,0.004535427154894675,7.361959376681866e-05,0.14723918753363732,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,0.9738678494288802,0.9700402527386789,-0.029959747261321112,-0.02613215057111984,1,0
2024-03-08,-0.0027309938419445936,-0.002796756377049332,6.576253510473849e-05,0.13152507020947696,100,0.9999999999999951,0.0,0.9999999999999951,0.9999999999999951,100,100,1.0,0.971208222329222,0.9673272864758374,-0.03267271352416257,-0.028791777670778007,0,1
2024-03-11,-0.011161208114572108,-0.011234364006465093,7.315589189298448e-05,0.14631178378596896,100,0.999999999999995,0.0,0.999999999999995,0.999999999999995,100,100,1.0,0.9603683652372219,0.9564599796261818,-0.04354002037381821,-0.03963163476277809,0,1
2024-03-12,0.013062076756655626,0.012991874660814773,7.020209584085319e-05,0.14040419168170637,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,0.9729127705386144,0.9688861877995707,-0.031113812200429303,-0.027087229461385642,1,0
2024-03-13,-0.008030660125422391,-0.008111660564881317,8.100043945892501e-05,0.16200087891785,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,0.9650996387467357,0.9610269119181387,-0.038973088081861285,-0.034900361253264345,0,1
2024-03-14,0.018527812060669113,0.018458910622126883,6.890143854223106e-05,0.13780287708446212,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,0.9829808234732549,0.9787664217906943,-0.021233578209305715,-0.017019176526745117,1,0
2024-03-15,-0.0011288574698797317,-0.0012062577081749925,7.740023829526075e-05,0.15480047659052149,100,0.999999999999995,0.0,0.999999999999995,0.999999999999995,100,100,1.0,0.9818711782279285,0.9775857772499065,-0.022414222750093526,-0.018128821772071535,0,1
2024-03-18,0.015271324916764315,0.015205965197930663,6.535971883365121e-05,0.1307194376673024,100,0.9999999999999959,0.0,0.9999999999999959,0.9999999999999959,100,100,1.0,0.9968656520170535,0.9924509125567605,-0.007549087443239455,-0.0031343479829465393,1,0
2024-03-19,-9.593263562495893e-05,-0.0001728284776805951,7.689584205563614e-05,0.15379168411127228,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,0.9967700200676916,0.9922793887763706,-0.007720611223629437,-0.0032299799323084466,0,1
2024-03-20,0.011678006803462024,0.01160156577901867,7.644102444335275e-05,0.15288204888670548,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,1.008410307143529,1.003791383376424,0.0,0.0,1,0
2024-03-21,-0.000887707133994632,-0.0009578291626390233,7.012202864439133e-05,0.14024405728878267,100,0.9999999999999947,0.0,0.9999999999999947,0.9999999999999947,100,100,1.0,1.007515134119884,1.0028299227162203,-0.00095782916263909,-0.0008877071339946641,0,1
2024-03-22,0.00012421341562829241,4.46818772661993e-05,7.953153836209311e-05,0.15906307672418624,100,0.999999999999996,0.0,0.999999999999996,0.999999999999996,100,100,1.0,1.0076402810159903,1.002874731039746,-0.000913190082978077,-0.000763603983501504,1,0
2024-03-25,0.0034423024879960563,0.003361864182522802,8.043830547325428e-05,0.16087661094650857,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,1.0111088836623368,1.0062462596775856,0.0,0.0,1,0
2024-03-26,0.011932032200302011,0.011848876785539225,8.315541476278599e-05,0.16631082952557197,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.023173467420207,1.018169147624415,0.0,0.0,1,0
2024-03-27,0.005578694677569034,0.005506836544465686,7.185813310334824e-05,0.14371626620669647,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,1.0288814397971342,1.0237760386950006,0.0,0.0,1,0
2024-03-28,0.0017192280242888482,0.0016370632113015652,8.216481298728296e-05,0.1643296259745659,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,1.0306503216021041,1.0254520247845602,0.0,0.0,1,0
2024-03-29,-0.0013345767734360156,-0.0014061694463501026,7.159267291408687e-05,0.14318534582817374,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,1.0292748396213596,1.0240100654786104,-0.0014061694463499697,-0.0013345767734360692,0,1
2024-04-01,0.013824587691032047,0.013750962144943505,7.36255460885414e-05,0.1472510921770828,100,0.9999999999999956,0.0,0.9999999999999956,0.9999999999999956,100,100,1.0,1.0435041398998781,1.0380911891250477,0.0,0.0,1,0
2024-04-02,-0.0027225780815120755,-0.002795979544995052,7.340146348297656e-05,0.14680292696595312,100,0.9999999999999941,0.0,0.9999999999999941,0.9999999999999941,100,100,1.0,1.0406631184006196,1.0351887073944146,-0.0027959795449949976,-0.002722578081511995,0,1
2024-04-03,0.011299107813710614,0.011216734776673364,8.237303703725008e-05,0.16474607407450015,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,1.0524216831731805,1.0468001445690651,0.0,0.0,1,0
2024-04-04,0.0010713249707335892,0.0010009756979095388,7.034927282405039e-05,0.14069854564810078,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,1.0535491688021053,1.047847966074347,0.0,0.0,1,0
2024-04-05,-0.0013253749916865105,-0.0014098186645886547,8.444367290214413e-05,0.16888734580428824,100,0.9999999999999959,0.0,0.9999999999999959,0.9999999999999959,100,100,1.0,1.0521528210812627,1.0463706904541241,-0.001409818664588558,-0.001325374991686612,0,1
2024-04-08,-0.0011222740249116642,-0.001194160498259831,7.188647334816672e-05,0.14377294669633342,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,1.0509720172999257,1.045121155909047,-0.002602295613089445,-0.0024461615826718575,0,1
2024-04-09,-0.006593117284418294,-0.006654946632871705,6.182934845341056e-05,0.1236586969068211,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,1.0440428355272258,1.038165930391587,-0.009239924107533048,-0.009023151036878785,0,1
2024-04-10,-0.0022262248712861484,-0.002296274427336762,7.004955605061348e-05,0.14009911210122694,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.041718561400087,1.0357820165142966,-0.01151498113343119,-0.011229288344909216,0,1
2024-04-11,-0.002135098527645939,-0.0022033251228815837,6.822659523564476e-05,0.1364531904712895,100,0.9999999999999951,0.0,0.9999999999999951,0.9999999999999951,100,100,1.0,1.0394943896334203,1.0334998519754817,-0.013692935009091967,-0.013340411235543304,0,1
2024-04-12,-0.0007388568200897088,-0.0008136852381010923,7.482841801138352e-05,0.14965683602276703,100,0.9999999999999959,0.0,0.9999999999999959,0.9999999999999959,100,100,1.0,1.0387263521141947,1.0326589084023496,-0.014495478508109838,-0.01406941140180884,0,1
2024-04-15,0.018398139641752843,0.018330062451881433,6.807718987140878e-05,0.13615437974281755,100,0.9999999999999958,0.0,0.9999999999999958,0.9999999999999958,100,100,1.0,1.05783698458996,1.0515876106848563,0.0,0.0,1,0
2024-04-16,0.008856359888513823,0.00878869142557201,6.766846294181312e-05,0.13533692588362622,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,1.067205569628869,1.0608296897021199,0.0,0.0,1,0
2024-04-17,0.0076644535676254275,0.007591200033347687,7.325353427774096e-05,0.1465070685554819,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.0753851171644007,1.0688826600779628,0.0,0.0,1,0
2024-04-18,-0.004685237647832935,-0.004756874151514277,7.16365036813419e-05,0.1432730073626838,100,0.9999999999999964,0.0,0.9999999999999964,0.9999999999999964,100,100,1.0,1.0703466823275427,1.063798119781236,-0.004756874151514379,-0.004685237647833018,0,1
2024-04-19,-0.0035770196044410643,-0.003653874945595315,7.685534115425066e-05,0.15371068230850132,100,0.999999999999995,0.0,0.999999999999995,0.999999999999995,100,100,1.0,1.0665180312613087,1.059911134484196,-0.008393368073828067,-0.008245498065356238,0,1
2024-04-22,0.015513401029494181,0.015442352984086123,7.104804540805801e-05,0.14209609081611602,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,1.083063353185452,1.0762786563546642,0.0,0.0,1,0
2024-04-23,-0.010024731969523321,-0.010099549247139964,7.481727761664266e-05,0.1496345552332853,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,1.0722059333637548,1.0654087270611647,-0.01009954924713996,-0.010024731969523248,0,1
2024-04-24,0.003701646097730259,0.0036422718486494076,5.9374249080851625e-05,0.11874849816170324,100,0.9999999999999956,0.0,0.9999999999999956,0.9999999999999956,100,100,1.0,1.076174860272954,1.0692892352750452,-0.006494062702397274,-0.006360193881768894,1,0
2024-04-25,0.00551390562697869,0.005433237694445926,8.066793253276395e-05,0.16133586506552788,100,0.9999999999999951,0.0,0.9999999999999951,0.9999999999999951,100,100,1.0,1.0821087868906258,1.0750989378544067,-0.0010961087942161774,-0.0008813577636236358,1,0
2024-04-26,-0.0013203088860384534,-0.0013834246037082592,6.311571766980581e-05,0.12623143533961162,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,1.080680069043634,1.0736116195323584,-0.002478017014050149,-0.0022005029851748237,0,1
2024-04-29,-0.006098789493522258,-0.0061703957110807875,7.160621755852961e-05,0.14321243511705922,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,1.0740892287926918,1.0669870109998294,-0.008633122379575475,-0.00828587207421072,0,1
2024-04-30,-0.006854079943084098,-0.006923981557482115,6.990161439801729e-05,0.13980322879603457,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,1.066727335352541,1.0595992126135936,-0.015497328356917972,-0.015083159987700046,0,1
2024-05-01,0.0008976257776478454,0.0008234268252887282,7.419895235911713e-05,0.14839790471823425,100,0.9999999999999959,0.0,0.9999999999999959,0.9999999999999959,100,100,1.0,1.067684857306475,1.0604717150293144,-0.014686662447518595,-0.014199073243265636,1,0
2024-05-02,-0.006702359340918782,-0.006787008049447014,8.464870852823197e-05,0.16929741705646392,100,0.9999999999999956,0.0,0.9999999999999956,0.9999999999999956,100,100,1.0,1.0605288497299494,1.0532742849631995,-0.02137399200071488,-0.020806265293000004,0,1
2024-05-03,0.011740452586050738,0.011656056970469916,8.439561558082192e-05,0.16879123116164382,100,0.999999999999995,0.0,0.999999999999995,0.999999999999995,100,100,1.0,1.0729799384063428,1.0655513100342617,-0.009967071498691471,-0.009310087678114587,1,0
2024-05-06,0.0009049056517340983,0.0008223944840619234,8.25111676721749e-05,0.1650223353443498,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,1.073950884016804,1.0664276135541189,-0.009152873879252343,-0.0084136067773386,1,0
2024-05-07,-0.0028402258324674357,-0.0029102987442711148,7.007291180367894e-05,0.14014582360735786,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,1.0709006209732181,1.0633239906095364,-0.012036535026165973,-0.011229936066492807,0,1
2024-05-08,0.0028121890390650126,0.0027395562141843883,7.263282488062417e-05,0.14526564976124834,100,0.9999999999999954,0.0,0.9999999999999954,0.9999999999999954,100,100,1.0,1.073912195961447,1.066237026455702,-0.009329953576309946,-0.008449327730543299,1,0
2024-05-09,0.010115038740507903,0.010048983921227054,6.6054819280849e-05,0.132109638561698,100,0.9999999999999951,0.0,0.9999999999999951,0.9999999999999951,100,100,1.0,1.084774859427501,1.0769516251907723,0.0,0.0,1,0
2024-05-10,0.003432342648312947,0.0033531537663150355,7.91888819979112e-05,0.1583777639958224,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,1.0884981784413317,1.0805628095889197,0.0,0.0,1,0
2024-05-13,0.004402283381621763,0.004331386230068992,7.089715155277097e-05,0.14179430310554192,100,0.999999999999996,0.0,0.999999999999996,0.999999999999996,100,100,1.0,1.0932900558832095,1.0852431444630977,0.0,0.0,1,0
2024-05-14,-0.0034660181960649693,-0.003542789016750371,7.67708206854014e-05,0.1535416413708028,100,0.9999999999999948,0.0,0.9999999999999948,0.9999999999999948,100,100,1.0,1.0895006926559414,1.0813983569703902,-0.003542789016750314,-0.003466018196064957,0,1
2024-05-15,0.007949811341476994,0.00786516152782069,8.464981365630369e-05,0.1692996273126074,100,0.9999999999999946,0.0,0.9999999999999946,0.9999999999999946,100,100,1.0,1.0981620176189648,1.0899037297238823,0.0,0.0,1,0
2024-05-16,0.005716050139860179,0.005648429909763572,6.762023009660736e-05,0.1352404601932147,100,0.9999999999999953,0.0,0.9999999999999953,0.9999999999999953,100,100,1.0,1.1044391667733648,1.0960599745496176,0.0,0.0,1,0
2024-05-17,-6.047890243568454e-05,-0.00013290873585052726,7.242983341484273e-05,0.14485966682968546,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,1.1043723715047515,1.0959142986039838,-0.0001329087358504788,-6.0478902435545656e-05,0,1
2024-05-20,-0.002251444885517266,-0.0023336628082093096,8.221792269204366e-05,0.16443584538408731,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.1018859379772206,1.0933568041643469,-0.0024662613798861477,-0.002311787623037298,0,1
2024-05-21,-0.011725292354245636,-0.011795542419667923,7.025006542228575e-05,0.1405001308445715,100,0.9999999999999951,0.0,0.9999999999999951,0.9999999999999951,100,100,1.0,1.0889660032134054,1.0804600676009937,-0.014232712908829659,-0.014009973591541991,0,1
2024-05-22,-0.008756298057159604,-0.008820854471825039,6.455641466543511e-05,0.1291128293308702,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,1.079430692315155,1.070929486582067,-0.02292802269134664,-0.022643596144161005,0,1
2024-05-23,-0.004817945342418257,-0.004888369540776975,7.042419835871842e-05,0.14084839671743685,100,0.9999999999999952,0.0,0.9999999999999952,0.9999999999999952,100,100,1.0,1.074230054238652,1.0656943874995395,-0.027704311584368924,-0.027352445878000897,0,1
2024-05-24,0.004573260134127545,0.004499919818402902,7.334031572464331e-05,0.1466806314492866,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.0791427877205833,1.0704899267942094,-0.023329058946719772,-0.02290427559417807,1,0
2024-05-27,-0.01116203159370296,-0.01123666843064936,7.46368369464008e-05,0.14927367389280158,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.0670973618299293,1.0584611864284728,-0.03430358647718579,-0.03381064894006802,0,1
2024-05-28,-0.008946903565835175,-0.009022234590380804,7.533102454562836e-05,0.15066204909125672,100,0.9999999999999962,0.0,0.9999999999999962,0.9999999999999962,100,100,1.0,1.0575501446382798,1.0489115012997023,-0.043016326063077925,-0.04245505189033816,0,1
2024-05-29,-0.007974268779453703,-0.008051458447904768,7.718966845106582e-05,0.15437933690213163,100,0.9999999999999957,0.0,0.9999999999999957,0.9999999999999957,100,100,1.0,1.049116955537184,1.0404662339314583,-0.05072144034910431,-0.05009077267497264,0,1
2024-05-30,-0.0030520100314713867,-0.0031290875100343785,7.707747856299161e-05,0.1541549571259832,100,0.9999999999999949,0.0,0.9999999999999949,0.9999999999999949,100,100,1.0,1.0459150400646977,1.0372105240342508,-0.05369181603365136,-0.05298990516575597,0,1
