trade_date,symbol,close,open,high,low
2024-06-10,STK002,41.3663,41.3663,41.3663,41.3663
2024-06-11,STK002,41.5407,41.5407,41.5407,41.5407
2024-06-12,STK002,42.4876,42.4876,42.4876,42.4876
2024-06-13,STK002,42.4427,42.4427,42.4427,42.4427
2024-06-14,STK002,42.7632,42.7632,42.7632,42.7632
2024-06-17,STK002,43.1682,43.1682,43.1682,43.1682
2024-06-18,STK002,43.5232,43.5232,43.5232,43.5232
2024-06-19,STK002,43.9946,43.9946,43.9946,43.9946
2024-06-20,STK002,44.3401,44.3401,44.3401,44.3401
2024-06-21,STK002,43.5366,43.5366,43.5366,43.5366
2024-06-24,STK002,43.5764,43.5764,43.5764,43.5764
2024-06-25,STK002,43.2833,43.2833,43.2833,43.2833
2024-01-02,STK003,94.751,94.751,94.751,94.751
2024-01-03,STK003,96.0803,96.0803,96.0803,96.0803
2024-01-04,STK003,98.9253,98.9253,98.9253,98.9253
2024-01-05,STK003,95.9724,95.9724,95.9724,95.9724
2024-01-08,STK003,94.7867,94.7867,94.7867,94.7867
2024-01-09,STK003,92.9614,92.9614,92.9614,92.9614
2024-01-10,STK003,91.1696,91.1696,91.1696,91.1696
2024-01-11,STK003,88.3495,88.3495,88.3495,88.3495
2024-01-12,STK003,87.8109,87.8109,87.8109,87.8109
2024-01-15,STK003,89.1982,89.1982,89.1982,89.1982
2024-01-16,STK003,90.3567,90.3567,90.3567,90.3567
2024-01-17,STK003,89.0955,89.0955,89.0955,89.0955
2024-01-18,STK003,92.2233,92.2233,92.2233,92.2233
2024-01-19,STK003,93.8634,93.8634,93.8634,93.8634
2024-01-22,STK003,90.452,90.452,90.452,90.452
2024-01-23,STK003,93.8126,93.8126,93.8126,93.8126
2024-01-24,STK003,94.0293,94.0293,94.0293,94.0293
2024-01-25,STK003,94.3341,94.3341,94.3341,94.3341
2024-01-26,STK003,96.2635,96.2635,96.2635,96.2635
2024-01-29,STK003,95.1208,95.1208,95.1208,95.1208
2024-01-30,STK003,96.907,96.907,96.907,96.907
2024-01-31,STK003,98.3883,98.3883,98.3883,98.3883
2024-02-01,STK003,98.3667,98.3667,98.3667,98.3667
2024-02-02,STK003,91.7545,91.7545,91.7545,91.7545
2024-02-05,STK003,92.447,92.447,92.447,92.447
2024-02-06,STK003,90.7143,90.7143,90.7143,90.7143
2024-02-07,STK003,92.9365,92.9365,92.9365,92.9365
2024-02-08,STK003,94.431,94.431,94.431,94.431
2024-02-09,STK003,91.6992,91.6992,91.6992,91.6992
2024-02-12,STK003,93.9413,93.9413,93.9413,93.9413
2024-02-13,STK003,95.0658,95.0658,95.0658,95.0658
2024-02-14,STK003,95.6287,95.6287,95.6287,95.6287
2024-02-15,STK003,95.4561,95.4561,95.4561,95.4561
2024-02-16,STK003,99.3549,99.3549,99.3549,99.3549
2024-02-19,STK003,96.7985,96.7985,96.7985,96.7985
2024-02-20,STK003,96.0461,96.0461,96.0461,96.0461
2024-02-21,STK003,93.1049,93.1049,93.1049,93.1049
2024-02-22,STK003,95.3292,95.3292,95.3292,95.3292
2024-02-23,STK003,94.4766,94.4766,94.4766,94.4766
2024-02-26,STK003,93.4609,93.4609,93.4609,93.4609
2024-02-27,STK003,93.0658,93.0658,93.0658,93.0658
2024-02-28,STK003,93.0043,93.0043,93.0043,93.0043
2024-02-29,STK003,89.0594,89.0594,89.0594,89.0594
2024-03-01,STK003,84.332,84.332,84.332,84.332
2024-03-04,STK003,85.4512,85.4512,85.4512,85.4512
2024-03-05,STK003,81.2116,81.2116,81.2116,81.2116
2024-03-06,STK003,82.2479,82.2479,82.2479,82.2479
2024-03-07,STK003,86.7015,86.7015,86.7015,86.7015
2024-03-08,STK003,86.8615,86.8615,86.8615,86.8615
2024-03-11,STK003,89.6078,89.6078,89.6078,89.6078
2024-03-12,STK003,88.965,88.965,88.965,88.965
2024-03-13,STK003,93.3889,93.3889,93.3889,93.3889
2024-03-14,STK003,91.569,91.569,91.569,91.569
2024-03-15,STK003,87.6742,87.6742,87.6742,87.6742
2024-03-18,STK003,87.1367,87.1367,87.1367,87.1367
2024-03-19,STK003,92.141,92.141,92.141,92.141
2024-03-20,STK003,93.3266,93.3266,93.3266,93.3266
2024-03-21,STK003,93.2829,93.2829,93.2829,93.2829
2024-03-22,STK003,93.599,93.599,93.599,93.599
2024-03-25,STK003,95.9925,95.9925,95.9925,95.9925
2024-03-26,STK003,96.4318,96.4318,96.4318,96.4318
2024-03-27,STK003,103.4525,103.4525,103.4525,103.4525
2024-03-28,STK003,103.0185,103.0185,103.0185,103.0185
2024-03-29,STK003,105.3364,105.3364,105.3364,105.3364
2024-04-01,STK003,107.52,107.52,107.52,107.52
2024-04-02,STK003,106.6891,106.6891,106.6891,106.6891
2024-04-03,STK003,105.0204,105.0204,105.0204,105.0204
2024-04-04,STK003,108.2772,108.2772,108.2772,108.2772
2024-04-05,STK003,108.5618,108.5618,108.5618,108.5618
2024-04-08,STK003,109.7368,109.7368,109.7368,109.7368
2024-04-09,STK003,105.2855,105.2855,105.2855,105.2855
2024-04-10,STK003,106.4794,106.4794,106.4794,106.4794
2024-04-11,STK003,107.1134,107.1134,107.1134,107.1134
2024-04-12,STK003,107.1221,107.1221,107.1221,107.1221
2024-04-15,STK003,108.0909,108.0909,108.0909,108.0909
2024-04-16,STK003,108.3269,108.3269,108.3269,108.3269
2024-04-17,STK003,107.5909,107.5909,107.5909,107.5909
2024-04-18,STK003,107.2296,107.2296,107.2296,107.2296
2024-04-19,STK003,105.396,105.396,105.396,105.396
2024-04-22,STK003,110.6694,110.6694,110.6694,110.6694
2024-04-23,STK003,114.9877,114.9877,114.9877,114.9877
2024-04-24,STK003,111.3221,111.3221,111.3221,111.3221
2024-04-25,STK003,117.2807,117.2807,117.2807,117.2807
2024-04-26,STK003,116.3782,116.3782,116.3782,116.3782
2024-04-29,STK003,116.259,116.259,116.259,116.259
2024-04-30,STK003,118.1044,118.1044,118.1044,118.1044
2024-05-01,STK003,111.5195,111.5195,111.5195,111.5195
2024-05-02,STK003,110.445,110.445,110.445,110.445
2024-05-03,STK003,108.2936,108.2936,108.2936,108.2936
2024-05-06,STK003,110.0273,110.0273,110.0273,110.0273
2024-05-07,STK003,111.127,111.127,111.127,111.127
2024-05-08,STK003,110.5293,110.5293,110.5293,110.5293
2024-05-09,STK003,110.3374,110.3374,110.3374,110.3374
2024-05-10,STK003,113.9723,113.9723,113.9723,113.9723
2024-05-13,STK003,114.619,114.619,114.619,114.619
2024-05-14,STK003,115.601,115.601,115.601,115.601
2024-05-15,STK003,114.9833,114.9833,114.9833,114.9833
2024-05-16,STK003,121.4794,121.4794,121.4794,121.4794
2024-05-17,STK003,122.0809,122.0809,122.0809,122.0809
2024-05-20,STK003,120.5046,120.5046,120.5046,120.5046
2024-05-21,STK003,114.0585,114.0585,114.0585,114.0585
2024-05-22,STK003,108.8752,108.8752,108.8752,108.8752
2024-05-23,STK003,106.2527,106.2527,106.2527,106.2527
2024-05-24,STK003,105.4024,105.4024,105.4024,105.4024
2024-05-27,STK003,104.4434,104.4434,104.4434,104.4434
2024-05-28,STK003,104.6757,104.6757,104.6757,104.6757
2024-05-29,STK003,101.9775,101.9775,101.9775,101.9775
2024-05-30,STK003,98.946,98.946,98.946,98.946
2024-05-31,STK003,100.264,100.264,100.264,100.264
2024-06-03,STK003,103.5691,103.5691,103.5691,103.5691
2024-06-04,STK003,100.5986,100.5986,100.5986,100.5986
2024-06-05,STK003,102.0813,102.0813,102.0813,102.0813
2024-06-06,STK003,98.1485,98.1485,98.1485,98.1485
2024-06-07,STK003,96.0152,96.0152,96.0152,96.0152
2024-06-10,STK003,93.4344,93.4344,93.4344,93.4344
2024-06-11,STK003,95.5893,95.5893,95.5893,95.5893
2024-06-12,STK003,94.2556,94.2556,94.2556,94.2556
2024-06-13,STK003,92.019,92.019,92.019,92.019
2024-06-14,STK003,92.7658,92.7658,92.7658,92.7658
2024-06-17,STK003,93.057,93.057,93.057,93.057
2024-06-18,STK003,92.3706,92.3706,92.3706,92.3706
2024-06-19,STK003,97.8532,97.8532,97.8532,97.8532
2024-06-20,STK003,98.0434,98.0434,98.0434,98.0434
2024-06-21,STK003,98.0783,98.0783,98.0783,98.0783
2024-06-24,STK003,97.0574,97.0574,97.0574,97.0574
2024-06-25,STK003,97.9809,97.9809,97.9809,97.9809
2024-01-02,STK004,37.5612,37.5612,37.5612,37.5612
2024-01-03,STK004,38.5895,38.5895,38.5895,38.5895
2024-01-04,STK004,38.0484,38.0484,38.0484,38.0484
2024-01-05,STK004,38.2463,38.2463,38.2463,38.2463
2024-01-08,STK004,38.3512,38.3512,38.3512,38.3512
2024-01-09,STK004,38.8521,38.8521,38.8521,38.8521
2024-01-10,STK004,38.8725,38.8725,38.8725,38.8725
2024-01-11,STK004,38.0656,38.0656,38.0656,38.0656
2024-01-12,STK004,38.4836,38.4836,38.4836,38.4836
2024-01-15,STK004,38.9988,38.9988,38.9988,38.9988
2024-01-16,STK004,40.0178,40.0178,40.0178,40.0178
2024-01-17,STK004,40.6987,40.6987,40.6987,40.6987
2024-01-18,STK004,40.7156,40.7156,40.7156,40.7156
2024-01-19,STK004,39.0531,39.0531,39.0531,39.0531
2024-01-22,STK004,37.5987,37.5987,37.5987,37.5987
2024-01-23,STK004,37.6316,37.6316,37.6316,37.6316
2024-01-24,STK004,36.7985,36.7985,36.7985,36.7985
2024-01-25,STK004,37.4884,37.4884,37.4884,37.4884
2024-01-26,STK004,37.2883,37.2883,37.2883,37.2883
2024-01-29,STK004,36.5468,36.5468,36.5468,36.5468
2024-01-30,STK004,36.5033,36.5033,36.5033,36.5033
2024-01-31,STK004,37.5146,37.5146,37.5146,37.5146
2024-02-01,STK004,37.5469,37.5469,37.5469,37.5469
2024-02-02,STK004,37.1043,37.1043,37.1043,37.1043
2024-02-05,STK004,36.9374,36.9374,36.9374,36.9374
2024-02-06,STK004,36.9877,36.9877,36.9877,36.9877
2024-02-07,STK004,37.5892,37.5892,37.5892,37.5892
2024-02-08,STK004,37.7161,37.7161,37.7161,37.7161
2024-02-09,STK004,35.9809,35.9809,35.9809,35.9809
2024-02-12,STK004,35.7837,35.7837,35.7837,35.7837
2024-02-13,STK004,36.0311,36.0311,36.0311,36.0311
2024-02-14,STK004,36.2254,36.2254,36.2254,36.2254
2024-02-15,STK004,35.9197,35.9197,35.9197,35.9197
2024-02-16,STK004,36.3684,36.3684,36.3684,36.3684
2024-02-19,STK004,36.0508,36.0508,36.0508,36.0508
2024-02-20,STK004,35.6065,35.6065,35.6065,35.6065
2024-02-21,STK004,35.4112,35.4112,35.4112,35.4112
2024-02-22,STK004,36.5307,36.5307,36.5307,36.5307
2024-02-23,STK004,37.0878,37.0878,37.0878,37.0878
2024-02-26,STK004,37.6496,37.6496,37.6496,37.6496
2024-02-27,STK004,37.4865,37.4865,37.4865,37.4865
2024-02-28,STK004,37.0257,37.0257,37.0257,37.0257
2024-02-29,STK004,36.2315,36.2315,36.2315,36.2315
2024-03-01,STK004,36.4804,36.4804,36.4804,36.4804
2024-03-04,STK004,36.4438,36.4438,36.4438,36.4438
2024-03-05,STK004,36.3688,36.3688,36.3688,36.3688
2024-03-06,STK004,35.8011,35.8011,35.8011,35.8011
2024-03-07,STK004,35.9813,35.9813,35.9813,35.9813
2024-03-08,STK004,36.1243,36.1243,36.1243,36.1243
2024-03-11,STK004,36.5862,36.5862,36.5862,36.5862
2024-03-12,STK004,35.5517,35.5517,35.5517,35.5517
2024-03-13,STK004,36.0585,36.0585,36.0585,36.0585
2024-03-14,STK004,36.3954,36.3954,36.3954,36.3954
2024-03-15,STK004,37.027,37.027,37.027,37.027
2024-03-18,STK004,36.5754,36.5754,36.5754,36.5754
2024-03-19,STK004,37.5857,37.5857,37.5857,37.5857
2024-03-20,STK004,37.0357,37.0357,37.0357,37.0357
2024-03-21,STK004,37.5405,37.5405,37.5405,37.5405
2024-03-22,STK004,36.7841,36.7841,36.7841,36.7841
2024-03-25,STK004,35.8706,35.8706,35.8706,35.8706
2024-03-26,STK004,36.0559,36.0559,36.0559,36.0559
2024-03-27,STK004,35.6566,35.6566,35.6566,35.6566
2024-03-28,STK004,35.9998,35.9998,35.9998,35.9998
2024-03-29,STK004,36.3988,36.3988,36.3988,36.3988
2024-04-01,STK004,37.3458,37.3458,37.3458,37.3458
2024-04-02,STK004,37.806,37.806,37.806,37.806
2024-04-03,STK004,38.1048,38.1048,38.1048,38.1048
2024-04-04,STK004,38.5085,38.5085,38.5085,38.5085
2024-04-05,STK004,38.2459,38.2459,38.2459,38.2459
2024-04-08,STK004,37.3298,37.3298,37.3298,37.3298
2024-04-09,STK004,38.1862,38.1862,38.1862,38.1862
2024-04-10,STK004,37.3944,37.3944,37.3944,37.3944
2024-04-11,STK004,38.0174,38.0174,38.0174,38.0174
2024-04-12,STK004,38.3502,38.3502,38.3502,38.3502
2024-04-15,STK004,37.8204,37.8204,37.8204,37.8204
2024-04-16,STK004,38.5041,38.5041,38.5041,38.5041
2024-04-17,STK004,39.9592,39.9592,39.9592,39.9592
2024-04-18,STK004,40.8979,40.8979,40.8979,40.8979
